HH 30y or less,HH Female Married,HH 65y or more,HH Female Widow,HH Disabled or chronically ill,HH Minimal education,HH Advanced education,HH Intermediate education,Working age members,Disabled working age members,HH Size,HH Size_sq,Dependency ratio,Owns a car,HH lives in rural area,Governorate_Mafraq,Governorate_Amman,Governorate_Tafila,Governorate_Zarqa,Governorate_Balqa,Governorate_Maan,Governorate_Aqaba,Governorate_Karak,Governorate_Jerash,Governorate_Madaba,Governorate_Ajloun,SCORE,id_transfer,weights,caseser
0,0,0,0,0,0,1,0,5,0,8,64,0.6,1,1,1,0,0,0,0,0,0,0,0,0,0,4.963023608,1325,72.17939772,2216161
0,0,0,0,0,1,0,0,7,0,9,81,0.29,0,0,0,1,0,0,0,0,0,0,0,0,0,5.002728161,1326,183.1534947,1104971
0,0,0,1,0,0,0,0,4,0,4,16,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5.27468934,1327,82.61704715,2216361
0,0,0,0,0,1,0,0,4,0,7,49,0.75,1,1,0,0,0,0,1,0,0,0,0,0,0,4.661476468,1328,97.19104593,1207095
0,0,0,0,0,1,0,0,4,0,8,64,1,1,1,0,1,0,0,0,0,0,0,0,0,0,4.988797949,1329,75.33269244,1105395
0,0,0,0,0,1,0,0,4,0,8,64,1,1,1,0,1,0,0,0,0,0,0,0,0,0,4.708568973,1330,92.1784371,1106289
0,0,0,0,0,0,1,0,2,0,7,49,2.5,1,0,0,0,0,1,0,0,0,0,0,0,0,5.294671157,1331,159.1630303,1311051
0,0,0,0,0,0,0,1,2,0,5,25,1.5,0,0,1,0,0,0,0,0,0,0,0,0,0,4.575866962,1332,79.20844408,2217669
0,0,0,0,0,0,0,0,4,0,6,36,0.5,1,0,0,0,0,0,0,0,1,0,0,0,0,4.497957663,1333,548.7186609,3424199
0,0,0,0,0,1,0,0,5,0,8,64,0.6,0,0,0,1,0,0,0,0,0,0,0,0,0,4.806868019,1334,497.7867427,1100491
0,0,0,0,0,1,0,0,9,0,9,81,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5.081884121,1335,402.6482265,2418719
0,0,0,0,0,1,0,0,2,0,5,25,1.5,0,1,0,1,0,0,0,0,0,0,0,0,0,4.918050322,1336,229.4643784,1104931
0,0,0,0,0,1,0,0,2,0,5,25,1.5,0,1,0,1,0,0,0,0,0,0,0,0,0,4.90454449,1337,135.232959,1105571
0,0,0,0,0,1,0,0,2,0,5,25,1.5,0,1,0,1,0,0,0,0,0,0,0,0,0,4.788813989,1338,102.9391315,1105621
0,0,0,0,0,1,0,0,2,0,4,16,1,0,1,0,0,0,0,0,0,0,1,0,0,0,4.780411387,1339,35.21457992,3121321
0,0,0,0,0,0,0,0,5,0,8,64,0.6,1,1,0,1,0,0,0,0,0,0,0,0,0,5.034700006,1340,34.08882344,1105531
0,0,0,0,0,0,1,0,2,0,6,36,2,1,0,0,0,0,0,0,0,0,1,0,0,0,5.002258087,1341,406.0050279,3119844
0,0,0,0,0,0,1,0,2,0,6,36,2,1,0,0,0,0,0,0,0,0,1,0,0,0,5.214862413,1342,341.7849768,3120159
0,0,0,0,0,0,1,0,2,0,5,25,1.5,1,1,1,0,0,0,0,0,0,0,0,0,0,5.056218125,1343,60.76071979,2217059
0,0,1,1,1,0,0,0,4,0,5,25,0.25,0,0,1,0,0,0,0,0,0,0,0,0,0,4.644721808,1344,53.92594319,2217371
0,0,0,0,0,0,1,0,5,0,8,64,0.6,0,0,0,0,0,0,0,0,0,0,1,0,0,4.663697419,1345,260.2655505,2318149
0,0,0,0,0,0,1,0,4,0,7,49,0.75,0,1,0,0,0,0,0,0,0,0,0,0,1,5.051431688,1346,118.9959364,2418845
0,0,0,0,0,0,0,0,5,0,5,25,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4.883815617,1347,52.99961515,2216379
0,0,1,0,0,0,0,0,3,0,5,25,0.67,0,1,0,0,0,0,1,0,0,0,0,0,0,5.856468634,1348,247.716878,1206559
0,0,0,0,0,0,0,1,4,0,8,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.738390473,1349,458.4415503,2112305
0,0,0,0,0,1,0,0,2,0,6,36,2,1,0,0,0,0,0,0,0,0,0,0,0,1,4.745539538,1350,104.7052202,2419355
0,0,0,0,0,0,0,1,3,0,7,49,1.33,1,1,0,0,0,0,0,0,0,1,0,0,0,4.645547546,1351,188.9254328,3120181
0,0,0,0,0,1,0,0,2,0,5,25,1.5,0,1,0,0,0,1,0,0,0,0,0,0,0,4.799879941,1352,108.5351666,1309941
0,0,0,0,0,1,0,0,8,0,9,81,0.12,0,0,0,0,0,0,0,0,0,0,0,0,1,4.7711558,1353,81.73026813,2419511
0,0,0,0,0,1,0,0,6,0,7,49,0.17,0,1,0,0,0,0,1,0,0,0,0,0,0,5.181528991,1354,77.22060855,1207009
0,0,0,0,0,1,0,0,4,0,7,49,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,4.497326994,1355,201.7845815,2113201
0,0,0,0,0,0,0,0,10,0,10,100,0,1,1,0,1,0,0,0,0,0,0,0,0,0,4.908728564,1356,59.18123243,1105541
0,0,1,1,0,1,0,0,1,0,4,16,3,0,0,0,1,0,0,0,0,0,0,0,0,0,5.958352699,1357,107.8020569,1104985
1,0,0,0,0,1,0,0,2,0,5,25,1.5,0,0,0,0,0,0,0,0,0,0,1,0,0,5.271787651,1358,258.6809248,2318085
1,0,0,0,0,1,0,0,2,0,5,25,1.5,0,0,0,1,0,0,0,0,0,0,0,0,0,4.647564055,1359,330.1364903,1103525
1,0,0,0,0,1,0,0,2,0,5,25,1.5,0,0,0,1,0,0,0,0,0,0,0,0,0,4.790757966,1360,109.8129188,1106081
0,0,0,0,0,0,0,0,8,0,8,64,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4.605825897,1361,36.65118469,3222149
0,0,1,0,0,0,0,0,5,0,7,49,0.4,0,1,0,1,0,0,0,0,0,0,0,0,0,4.658001042,1362,145.8405612,1106015
0,0,1,0,0,0,0,0,4,0,5,25,0.25,0,1,1,0,0,0,0,0,0,0,0,0,0,4.959349396,1363,88.95464437,2217609
0,0,1,0,0,0,1,0,4,0,8,64,1,1,1,1,0,0,0,0,0,0,0,0,0,0,4.585722773,1364,202.4383597,2217002
0,0,0,0,0,1,0,0,5,0,7,49,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,5.425951184,1365,259.7576123,2113595
0,0,0,0,0,1,0,0,6,0,8,64,0.33,0,0,0,0,0,0,0,0,0,0,0,1,0,4.849454452,1366,324.9392878,1411301
0,0,0,0,0,1,0,0,5,0,7,49,0.4,0,1,0,0,0,0,0,0,0,0,0,0,0,4.739683598,1367,294.6615313,2113889
0,0,1,0,0,0,0,0,6,0,8,64,0.33,0,1,0,0,0,1,0,0,0,0,0,0,0,4.342541841,1368,191.3629737,1309599
0,0,0,0,0,1,0,0,5,0,8,64,0.6,0,0,0,0,0,1,0,0,0,0,0,0,0,3.95515818,1369,355.6520664,1310111
0,0,0,0,0,1,0,0,2,0,4,16,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5.226996606,1370,719.0827403,3424219
0,0,0,0,0,1,0,0,5,0.2,7,49,0.4,0,0,0,1,0,0,0,0,0,0,0,0,0,4.088536314,1371,100.7776787,1106141
0,0,0,0,0,0,0,0,6,0,7,49,0.17,1,1,0,0,0,0,0,0,1,0,0,0,0,4.466065743,1372,31.19676308,3424729
0,0,0,0,0,0,0,0,5,0,8,64,0.6,1,0,0,0,0,0,0,0,0,0,0,1,0,5.033431017,1373,165.5643038,1411451
0,0,0,0,0,1,0,0,6,0,8,64,0.33,1,1,0,0,1,0,0,0,0,0,0,0,0,4.787291284,1374,59.11325089,3222081
0,0,0,0,0,0,0,1,2,0,6,36,2,1,0,1,0,0,0,0,0,0,0,0,0,0,4.92569778,1375,160.0359285,2215965
0,0,1,0,0,1,0,0,5,0,7,49,0.4,1,1,0,1,0,0,0,0,0,0,0,0,0,6.198329326,1376,103.7877285,1105299
0,0,0,0,0,0,0,1,2,0,6,36,2,1,0,0,0,0,0,0,0,1,0,0,0,0,4.387901308,1377,51.07478876,3424611
0,0,0,0,0,1,0,0,2,0,6,36,2,1,1,0,1,0,0,0,0,0,0,0,0,0,4.927976814,1378,254.7291847,1104941
0,0,0,0,0,1,0,0,2,0,6,36,2,1,1,0,1,0,0,0,0,0,0,0,0,0,5.213150156,1379,75.78744201,1105349
0,0,0,0,0,1,0,0,2,0,6,36,2,1,1,0,1,0,0,0,0,0,0,0,0,0,4.963836501,1380,75.33269244,1105391
0,0,0,0,0,1,0,0,2,0,6,36,2,1,1,0,1,0,0,0,0,0,0,0,0,0,4.539965979,1381,156.7108925,1105415
0,0,0,0,0,1,0,0,2,0,6,36,2,1,1,0,1,0,0,0,0,0,0,0,0,0,4.944971882,1382,65.09322925,1105601
0,0,0,0,0,1,0,0,2,0,6,36,2,1,1,0,1,0,0,0,0,0,0,0,0,0,5.417888957,1383,225.6538766,1105655
0,0,0,0,0,1,0,0,8,0,9,81,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,4.746170974,1384,206.4490762,2114109
0,0,0,0,0,0,0,0,4,0,6,36,0.5,1,0,0,0,0,0,1,0,0,0,0,0,0,4.728337957,1385,107.1838884,1207381
0,0,0,0,0,1,0,0,2,0,5,25,1.5,0,0,0,0,0,0,0,0,0,0,1,0,0,4.643309961,1386,214.9677773,2318029
0,0,0,0,0,1,0,0,2,0,5,25,1.5,0,0,0,0,0,0,0,0,0,0,1,0,0,4.342378922,1387,956.5010849,2318131
0,0,0,0,0,1,0,0,2,0,5,25,1.5,0,0,0,0,0,0,0,0,0,0,1,0,0,4.713763129,1388,368.5068308,2318209
0,0,0,0,0,1,0,0,2,0,5,25,1.5,0,0,0,0,0,0,0,0,0,0,1,0,0,4.710404804,1389,245.3436589,2318259
0,0,0,0,0,1,0,0,2,0,5,25,1.5,0,0,0,1,0,0,0,0,0,0,0,0,0,4.656450506,1390,346.8449562,1100149
0,0,0,0,0,1,0,0,2,0,5,25,1.5,0,0,0,1,0,0,0,0,0,0,0,0,0,4.634105049,1391,531.4654828,1102925
0,0,0,0,0,1,0,0,2,0,5,25,1.5,0,0,0,1,0,0,0,0,0,0,0,0,0,5.142687551,1392,387.1777487,1104449
0,0,0,0,0,1,0,0,2,0,5,25,1.5,0,0,0,1,0,0,0,0,0,0,0,0,0,4.811273301,1393,109.8129188,1106085
0,0,0,0,0,0,1,0,4,0,7,49,0.75,1,1,0,0,0,0,1,0,0,0,0,0,0,4.942095786,1394,92.79421269,1207551
0,0,0,0,0,0,0,1,4,0,8,64,1,1,1,0,0,0,0,0,0,0,1,0,0,0,4.486489195,1395,57.88101432,3120815
0,1,0,0,0,0,0,0,3,0,5,25,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,4.404833644,1396,99.51397929,2114719
0,0,1,0,0,0,0,0,1,0,2,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,4.531504921,1397,45.02901108,2216831
0,0,0,0,0,1,0,0,2,0,5,25,1.5,1,1,0,0,0,0,0,0,0,1,0,0,0,4.885192891,1398,192.9260348,3120015
0,0,0,0,0,1,0,0,2,0,5,25,1.5,1,1,0,0,0,0,0,0,0,1,0,0,0,4.528987638,1399,36.94094151,3121115
0,0,0,0,0,1,0,0,2,0,5,25,1.5,1,1,0,0,0,0,0,0,0,1,0,0,0,4.394111545,1400,35.37880514,3121525
0,0,0,0,0,0,0,1,2,0,5,25,1.5,0,1,0,0,0,0,0,0,0,1,0,0,0,5.208106612,1401,103.7521221,3120205
0,0,0,0,0,0,0,1,2,0,5,25,1.5,0,1,0,0,0,0,0,0,0,1,0,0,0,4.554586676,1402,32.13250818,3121531
0,0,0,0,0,1,0,0,6,0,8,64,0.33,0,0,0,0,0,0,0,0,0,0,1,0,0,4.583337586,1403,236.2568567,2318159
0,0,0,0,0,1,0,0,5,0,6,36,0.2,1,1,1,0,0,0,0,0,0,0,0,0,0,4.773016728,1404,65.50598989,2216565
0,0,1,1,0,0,0,0,5,0,6,36,0.2,0,1,1,0,0,0,0,0,0,0,0,0,0,4.986046853,1405,59.21656711,2216149
0,0,0,0,0,1,0,0,7,0,9,81,0.29,0,0,0,1,0,0,0,0,0,0,0,0,0,4.482459275,1406,909.4900638,1100432
0,0,0,0,0,0,1,0,5,0,8,64,0.6,1,0,0,0,0,0,1,0,0,0,0,0,0,5.001364003,1407,929.9380995,1206835
0,0,1,0,0,0,0,0,3,0,5,25,0.67,1,1,0,0,0,0,0,1,0,0,0,0,0,5.212679736,1408,46.98082775,3322951
1,0,0,0,0,1,0,0,2,0,5,25,1.5,0,0,0,0,0,0,0,0,0,0,0,0,1,4.449710516,1409,199.8075474,2418645
1,0,0,0,0,1,0,0,2,0,6,36,2,1,0,0,1,0,0,0,0,0,0,0,0,0,4.713634995,1410,271.8253059,1101521
0,0,1,0,0,1,0,0,8,0,10,100,0.25,1,0,0,0,1,0,0,0,0,0,0,0,0,4.87879129,1411,108.2388928,3221975
0,0,0,0,0,0,0,1,5,0,8,64,0.6,0,1,0,0,0,0,0,0,0,0,0,0,0,4.995847398,1412,71.64384584,2114965
0,0,0,0,0,0,0,1,2,0,6,36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4.514292954,1413,205.4312908,2113265
0,0,0,0,0,0,1,0,5,0,6,36,0.2,1,0,0,0,0,0,0,0,0,1,0,0,0,5.572357203,1414,251.3364459,3119771
0,0,0,0,0,0,0,1,3,0,7,49,1.33,1,0,0,0,0,0,1,0,0,0,0,0,0,4.802415801,1415,162.9742264,1206589
0,0,1,0,0,0,0,0,2,0,6,36,2,1,0,0,0,0,0,0,0,0,0,0,0,0,5.147713189,1416,356.7150445,2114489
0,0,0,0,0,1,0,0,3,0,6,36,1,1,1,0,0,0,0,1,0,0,0,0,0,0,4.761527146,1417,75.17871746,1206985
0,0,0,0,0,0,0,0,5,0,5,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.418591679,1418,117.1731699,1207755
0,0,0,0,0,0,0,0,4,0,6,36,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,4.81663557,1419,494.3889397,2113029
0,0,0,0,0,1,0,0,2,0,5,25,1.5,0,0,0,0,0,0,0,0,0,0,0,0,1,4.718855641,1420,108.9430609,2418601
0,0,0,0,0,1,0,0,2,0,5,25,1.5,0,0,0,0,0,0,0,0,0,0,0,0,1,4.842151168,1421,61.48183788,2419429
0,0,0,0,0,1,0,0,2,0,5,25,1.5,0,0,0,0,0,0,0,0,0,0,0,0,1,4.349969898,1422,89.63854694,2419489
0,0,0,0,0,1,0,0,2,0,5,25,1.5,0,0,0,0,0,0,0,0,0,0,0,0,1,4.40456659,1423,91.79780882,2419525
0,0,0,0,0,1,0,0,4,0,7,49,0.75,1,0,0,0,1,0,0,0,0,0,0,0,0,4.330097927,1424,49.80838732,3222269
0,0,0,0,0,1,0,0,4,0,7,49,0.75,1,0,0,0,1,0,0,0,0,0,0,0,0,4.762426254,1425,71.47146985,3222482
0,0,0,0,0,1,0,0,2,0.5,3,9,0.5,0,1,1,0,0,0,0,0,0,0,0,0,0,5.074083123,1426,146.6275906,2216912
0,0,0,1,0,0,0,0,2,0,3,9,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,4.925991592,1427,118.1797534,2215991
0,0,0,0,0,1,0,0,2,0,6,36,2,1,0,0,1,0,0,0,0,0,0,0,0,0,4.795001117,1428,172.027723,1102995
0,0,0,0,0,1,0,0,6,0,8,64,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,5.218717301,1429,201.7845815,2113209
0,0,0,0,0,0,0,1,2,0,6,36,2,0,0,0,1,0,0,0,0,0,0,0,0,0,4.501103967,1430,389.127008,1100475
0,0,0,0,0,0,0,1,2,0,6,36,2,0,0,0,1,0,0,0,0,0,0,0,0,0,4.819654749,1431,369.7645208,1101489
0,0,0,0,0,0,0,1,2,0,6,36,2,0,0,0,1,0,0,0,0,0,0,0,0,0,4.50004178,1432,287.9896749,1101661
0,0,0,0,0,0,0,1,2,0,6,36,2,0,0,0,1,0,0,0,0,0,0,0,0,0,5.022976856,1433,252.0018703,1103265
0,0,1,0,0,0,0,0,1,0,2,4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,5.098019548,1434,96.96400812,3221771
0,0,0,0,0,1,0,0,4,0,7,49,0.75,1,0,0,0,0,0,0,0,0,1,0,0,0,4.810516267,1435,49.19713216,3120799
0,0,0,0,0,0,1,0,2,0,5,25,1.5,1,1,1,0,0,0,0,0,0,0,0,0,0,4.845289848,1436,65.66701583,2216719
0,0,0,0,0,1,0,0,3,0,6,36,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4.706351782,1437,158.6612485,2418929
0,0,0,0,0,1,0,0,2,0,4,16,1,0,1,0,0,0,0,1,0,0,0,0,0,0,4.77772625,1438,50.39264164,1206871
0,0,0,0,0,1,0,0,2,0,4,16,1,0,1,0,0,0,0,1,0,0,0,0,0,0,5.071962475,1439,68.61498081,1206899
0,0,0,0,0,1,0,0,2,0,4,16,1,0,1,0,0,0,0,1,0,0,0,0,0,0,5.401003725,1440,128.8778014,1206975
0,0,1,0,0,1,0,0,2,0,6,36,2,0,0,0,0,0,1,0,0,0,0,0,0,0,4.87611532,1441,175.5462123,1310515
0,0,1,0,0,0,0,0,2,0.5,3,9,0.5,0,1,1,0,0,0,0,0,0,0,0,0,0,5.513349964,1442,105.9992303,2216471
0,0,0,0,0,1,0,0,6,0,8,64,0.33,0,0,0,1,0,0,0,0,0,0,0,0,0,4.541226049,1443,251.3364435,1101975
0,0,0,0,0,1,0,0,4,0,7,49,0.75,0,0,0,1,0,0,0,0,0,0,0,0,0,4.680854402,1444,1119.7211,1100551
0,0,0,0,0,1,0,0,4,0,7,49,0.75,0,0,0,1,0,0,0,0,0,0,0,0,0,5.002419052,1445,385.6928386,1101751
0,0,0,0,0,0,0,0,5,0,7,49,0.4,1,0,0,0,0,0,0,0,0,1,0,0,0,5.034122052,1446,78.51324191,3120899
0,0,1,0,1,1,0,0,1,1,3,9,2,0,0,0,1,0,0,0,0,0,0,0,0,0,4.883497313,1447,497.7867427,1100499
0,0,1,1,1,0,0,0,1,0,2,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,4.222683756,1448,95.80483701,2217631
0,0,0,0,0,0,0,1,5,0,6,36,0.2,1,1,0,0,0,0,1,0,0,0,0,0,0,5.47419836,1449,76.80502434,1207195
0,0,0,0,0,0,0,1,2,0,6,36,2,0,0,0,0,0,1,0,0,0,0,0,0,0,4.217068469,1450,145.1080215,1310935
0,0,0,0,0,0,1,0,2,0,6,36,2,1,0,0,0,0,0,0,1,0,0,0,0,0,5.51081997,1451,160.5375441,3323489
0,0,1,1,0,0,0,0,1,1,2,4,1,0,1,0,0,0,0,0,0,0,0,1,0,0,5.820911399,1452,52.26476591,2318411
0,0,0,0,0,0,1,0,6,0,8,64,0.33,0,1,0,0,0,0,0,0,0,0,0,0,1,4.80582585,1453,51.23060282,2419095
0,0,0,0,0,1,0,0,2,0,5,25,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,4.430116279,1454,342.1079523,2112291
0,0,0,0,0,1,0,0,2,0,5,25,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,5.048627846,1455,304.9604948,2112519
0,0,0,0,0,1,0,0,2,0,5,25,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,4.284178312,1456,409.003475,2113189
0,0,0,0,0,1,0,0,2,0,5,25,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,5.079568371,1457,226.8774146,2113335
0,0,0,0,0,1,0,0,2,0,5,25,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,5.10426751,1458,259.7576123,2113591
0,0,0,0,0,1,0,0,2,0,5,25,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,4.874844946,1459,223.1078479,2113625
0,0,0,0,0,1,0,0,2,0,5,25,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,4.685152625,1460,538.1415431,2113985
0,0,0,0,0,1,0,0,2,0,5,25,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,4.704253868,1461,213.0169626,2113991
0,0,0,0,0,1,0,0,2,0,5,25,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,4.820686914,1462,206.4490762,2114065
0,0,0,0,0,1,0,0,2,0,5,25,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,4.60262819,1463,183.8714538,2114111
0,0,0,0,0,1,0,0,2,0,5,25,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,4.941210309,1464,201.0988466,2114225
0,0,0,0,0,1,0,0,2,0,5,25,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,4.961859352,1465,284.4376969,2114315
0,0,0,0,0,1,0,0,2,0,5,25,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,4.910369751,1466,225.9138088,2114389
0,0,0,0,0,1,0,0,2,0,5,25,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,4.57431813,1467,321.611949,2114459
0,0,0,0,0,1,0,0,2,0,5,25,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,4.760839829,1468,771.2457525,2114492
0,0,0,0,0,1,0,0,2,0,5,25,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,4.788716865,1469,303.7697767,2114595
0,0,0,0,0,1,0,0,2,0,5,25,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,4.911006839,1470,81.67594507,2115375
0,0,0,1,0,0,0,0,6,0,7,49,0.17,0,1,0,1,0,0,0,0,0,0,0,0,0,4.619396911,1471,84.43893698,1105519
0,0,0,0,0,1,0,0,4,0,7,49,0.75,0,0,0,0,0,1,0,0,0,0,0,0,0,4.191273271,1472,222.7941468,1311039
0,0,0,0,0,1,0,0,4,0,8,64,1,1,1,0,1,0,0,0,0,0,0,0,0,0,4.716177711,1473,97.72431083,1105805
0,0,0,1,0,1,0,0,1,0,3,9,2,0,1,0,1,0,0,0,0,0,0,0,0,0,5.261095086,1474,114.1931331,1105335
0,0,0,0,0,1,0,0,6,0.167,6,36,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5.145582043,1475,62.39192782,3222111
0,0,0,1,0,0,0,0,5,0,5,25,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5.164655112,1476,139.6267114,2217301
0,0,0,0,0,0,0,1,2,0,6,36,2,0,0,0,1,0,0,0,0,0,0,0,0,0,4.180918819,1477,271.3211257,1100245
0,0,0,1,0,0,0,0,4,0.25,6,36,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,4.338740451,1478,148.6365014,2113319
0,0,0,0,0,1,0,0,3,0,6,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.841503795,1479,300.914646,2112759
0,0,0,0,0,1,0,0,3,0,6,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.05582184,1480,370.3689138,2113345
0,0,0,0,0,1,0,0,3,0,6,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.668949851,1481,445.7812111,2113565
0,0,0,0,0,1,0,0,6,0,8,64,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,4.906761276,1482,281.4525047,2112335
0,0,0,0,0,1,0,0,7,0,8,64,0.14,1,0,0,0,0,0,0,1,0,0,0,0,0,5.375295059,1483,59.13064524,3322771
0,0,0,0,0,0,1,0,5,0,8,64,0.6,0,0,0,1,0,0,0,0,0,0,0,0,0,4.498561568,1484,199.4818543,1102781
0,0,0,0,0,1,0,0,7,0,9,81,0.29,1,1,0,0,0,0,0,1,0,0,0,0,0,4.883956811,1485,28.22479493,3323239
0,0,0,0,0,1,0,0,5,0,7,49,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,4.729795968,1486,259.7576123,2113599
0,1,1,0,0,0,0,0,2,0,3,9,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,5.182461041,1487,167.1989348,3221825
1,0,0,0,0,1,0,0,2,0,4,16,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4.960047419,1488,62.00402935,2217695
0,0,1,0,0,0,0,0,2,0,4,16,1,0,1,0,0,0,0,0,0,0,1,0,0,0,5.357964408,1489,32.81436512,3121465
0,0,0,0,0,1,0,0,5,0,7,49,0.4,1,1,1,0,0,0,0,0,0,0,0,0,0,4.767175165,1490,58.75761913,2217145
0,0,0,0,0,1,0,0,7,0,9,81,0.29,1,1,0,0,0,0,0,0,0,0,0,1,0,4.422487366,1491,58.61118449,1411539
0,0,0,1,0,0,0,0,4,0,5,25,0.25,0,1,0,0,0,0,0,0,0,0,1,0,0,4.793200364,1492,144.2167343,2318311
0,0,0,0,0,0,0,1,4,0,6,36,0.5,0,1,1,0,0,0,0,0,0,0,0,0,0,5.084323021,1493,54.48746626,2216075
0,0,0,0,0,0,0,0,4,0,5,25,0.25,0,1,0,0,0,0,0,0,0,0,0,1,0,4.965369688,1494,72.52996007,1411835
0,0,0,1,0,0,0,0,6,0,6,36,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5.144788848,1495,46.92454212,3121309
0,0,0,0,0,1,0,0,3,0,6,36,1,1,0,1,0,0,0,0,0,0,0,0,0,0,5.207969958,1496,70.41372066,2215951
0,0,0,1,0,1,0,0,8,0,9,81,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,5.046182449,1497,224.5605203,2113089
0,0,0,1,0,0,0,0,6,0,6,36,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4.880885253,1498,41.36598755,3121299
1,0,0,0,0,0,1,0,2,0,5,25,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,4.677371562,1499,494.3889397,2113021
0,0,1,1,1,0,0,0,1,0,2,4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,5.589679774,1500,107.3577078,3221765
0,0,0,0,0,1,0,0,2,0,4,16,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4.659365973,1501,137.8078565,1207369
0,0,0,0,0,1,0,0,2,0,4,16,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4.837073047,1502,381.0067462,1207785
1,0,0,0,0,0,0,0,2,0,4,16,1,1,0,1,0,0,0,0,0,0,0,0,0,0,5.276923905,1503,62.05631617,2217385
1,0,0,0,0,1,0,0,4,0.25,6,36,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,4.411808888,1504,375.9167489,2114581
0,0,0,0,0,1,0,0,3,0,6,36,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4.937435809,1505,276.1211398,2418661
0,0,1,0,0,0,0,0,1,0,3,9,2,0,1,0,1,0,0,0,0,0,0,0,0,0,5.493855968,1506,137.7292551,1105701
0,0,0,0,0,0,0,1,4,0,7,49,0.75,0,1,0,0,0,0,0,0,0,0,0,1,0,4.800148149,1507,55.03172709,1411721
0,0,0,0,0,1,0,0,9,0,10,100,0.11,0,0,0,0,0,1,0,0,0,0,0,0,0,4.695423731,1508,212.453534,1309665
0,0,1,1,1,0,0,0,6,0,7,49,0.17,0,0,0,0,0,0,0,0,0,1,0,0,0,4.610335543,1509,72.11123121,3120691
0,0,0,0,0,1,0,0,4,0,7,49,0.75,1,1,0,0,0,0,0,1,0,0,0,0,0,4.782392095,1510,20.45194737,3323599
0,0,0,0,0,1,0,0,2,0,5,25,1.5,1,1,0,0,0,0,1,0,0,0,0,0,0,5.243275388,1511,110.1284679,1206999
0,0,0,0,0,1,0,0,2,0,5,25,1.5,1,1,0,0,0,0,1,0,0,0,0,0,0,4.96869923,1512,172.8519648,1207659
0,0,0,0,0,1,0,0,2,0,6,36,2,1,0,0,0,0,0,0,0,0,0,0,0,0,5.222513007,1513,507.4575765,2113105
0,0,0,0,0,1,0,0,2,0,6,36,2,1,0,0,0,0,0,0,0,0,0,0,0,0,4.741543626,1514,344.4258754,2114121
