HH 30y or less,HH Female Married,HH 65y or more,HH Female Widow,HH Disabled or chronically ill,HH Minimal education,HH Advanced education,HH Intermediate education,Working age members,Disabled working age members,HH Size,HH Size_sq,Dependency ratio,Owns a car,HH lives in rural area,Governorate_Mafraq,Governorate_Amman,Governorate_Tafila,Governorate_Zarqa,Governorate_Balqa,Governorate_Maan,Governorate_Aqaba,Governorate_Karak,Governorate_Jerash,Governorate_Madaba,Governorate_Ajloun,SCORE,id_transfer
0,0,0,0,0,0,0,0,2,0,4,16,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4.258321803,2176
0,0,0,0,0,1,0,0,2,0,7,49,2.5,0,0,0,0,0,1,0,0,0,0,0,0,0,4.258348579,2177
0,0,0,0,0,1,0,0,2,0,6,36,2,0,0,0,0,0,1,0,0,0,0,0,0,0,4.258622361,2178
0,0,0,0,1,0,1,0,2,0.5,7,49,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.832082673,2179
0,0,0,0,0,0,0,0,2,0,6,36,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4.258726062,2180
0,0,0,0,0,1,0,0,2,0,6,36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4.258763768,2181
0,0,0,0,0,0,1,0,3,0,8,64,1.67,0,0,0,0,0,1,0,0,0,0,0,0,0,4.258931664,2182
0,0,0,0,0,0,1,0,2,0,6,36,2,0,0,0,1,0,0,0,0,0,0,0,0,0,4.25900176,2183
0,0,0,0,0,0,0,1,4,0,9,81,1.25,0,0,0,0,0,0,0,0,0,0,0,0,1,4.259030032,2184
0,0,0,0,0,1,0,0,2,0,6,36,2,0,0,0,1,0,0,0,0,0,0,0,0,0,4.259143114,2185
0,0,0,0,0,0,1,0,2,0,6,36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4.259187872,2186
0,0,0,0,0,0,1,0,2,0,6,36,2,0,0,0,1,0,0,0,0,0,0,0,0,0,4.259272671,2187
0,0,0,0,0,0,1,0,4,0,8,64,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4.159420049,2188
0,0,0,0,0,1,0,0,2,0,6,36,2,0,0,0,1,0,0,0,0,0,0,0,0,0,4.259484637,2189
0,0,0,0,1,1,0,0,9,0,11,121,0.22,1,1,1,0,0,0,0,0,0,0,0,0,0,4.259576475,2190
1,0,0,0,1,0,1,0,2,0.5,4,16,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4.259615327,2191
0,0,0,0,0,1,0,0,2,0,6,36,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3.990945085,2192
0,0,0,0,1,0,1,0,2,0,6,36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4.259767189,2193
0,0,0,0,0,0,1,0,2,0,8,64,3,1,0,0,1,0,0,0,0,0,0,0,0,0,4.259830752,2194
0,0,0,0,0,0,0,0,2,0,5,25,1.5,0,0,0,1,0,0,0,0,0,0,0,0,0,4.259887249,2195
0,0,0,0,0,0,0,1,2,0,7,49,2.5,0,0,0,0,0,0,0,0,1,0,0,0,0,3.992546477,2196
0,0,0,0,0,1,0,0,2,0,6,36,2,0,0,0,0,0,1,0,0,0,0,0,0,0,4.26012968,2197
0,0,0,0,0,1,0,0,2,0,6,36,2,0,0,0,1,0,0,0,0,0,0,0,0,0,4.260353229,2198
0,0,0,0,0,1,0,0,3,0,7,49,1.33,0,0,0,1,0,0,0,0,0,0,0,0,0,4.26040163,2199
0,0,0,0,1,0,1,0,2,0,6,36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4.260461456,2200
0,0,0,0,0,1,0,0,3,0,7,49,1.33,0,0,0,1,0,0,0,0,0,0,0,0,0,4.260536737,2201
0,0,0,0,0,1,0,0,4,0,8,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.260711392,2202
0,0,0,0,0,1,0,0,2,0,6,36,2,0,0,0,0,0,0,0,0,0,0,0,1,0,4.261326849,2203
0,0,0,0,0,0,1,0,2,0,6,36,2,0,0,0,0,0,1,0,0,0,0,0,0,0,4.26151723,2204
0,0,0,0,1,0,1,0,5,0,10,100,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.261725901,2205
0,0,0,0,0,0,0,0,3,0,7,49,1.33,0,0,0,1,0,0,0,0,0,0,0,0,0,4.261788131,2206
0,0,0,0,1,0,1,0,2,0,6,36,2,0,0,0,1,0,0,0,0,0,0,0,0,0,4.261794509,2207
0,0,0,0,0,1,0,0,2,0,6,36,2,0,0,0,1,0,0,0,0,0,0,0,0,0,4.262113989,2208
0,0,0,0,1,1,0,0,2,0,6,36,2,0,0,0,1,0,0,0,0,0,0,0,0,0,4.262205586,2209
0,0,0,0,0,1,0,0,2,0,6,36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4.262278388,2210
0,0,0,0,0,1,0,0,2,0,5,25,1.5,0,1,0,0,0,0,1,0,0,0,0,0,0,4.262350245,2211
0,0,0,0,0,1,0,0,5,0,7,49,0.4,1,0,0,0,0,0,1,0,0,0,0,0,0,4.262359906,2212
0,0,0,0,0,1,0,0,3,0,7,49,1.33,0,1,0,0,0,1,0,0,0,0,0,0,0,4.262394122,2213
0,0,0,0,0,0,1,0,2,0,7,49,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,4.262524935,2214
0,0,0,0,1,1,0,0,4,0,7,49,0.75,0,0,0,0,0,0,0,0,0,1,0,0,0,4.226502095,2215
0,0,0,0,0,1,0,0,1,0,4,16,3,0,0,0,1,0,0,0,0,0,0,0,0,0,4.262750297,2216
0,0,0,0,0,0,1,0,2,0,6,36,2,0,0,0,0,0,0,1,0,0,0,0,0,0,4.262754992,2217
0,0,0,0,0,0,1,0,2,0,7,49,2.5,0,0,0,0,0,0,1,0,0,0,0,0,0,4.26292532,2218
0,0,0,0,0,1,0,0,2,0,5,25,1.5,1,0,0,1,0,0,0,0,0,0,0,0,0,4.263068534,2219
0,0,0,0,0,0,1,0,1,0,4,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4.263148077,2220
0,0,0,0,0,1,0,0,5,0,10,100,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4.263191014,2221
0,0,0,0,1,1,0,0,2,0.5,6,36,2,0,0,0,1,0,0,0,0,0,0,0,0,0,4.263268905,2222
0,0,0,0,0,1,0,0,2,0,7,49,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,4.26329136,2223
0,0,0,0,0,0,0,1,4,0,7,49,0.75,0,1,0,0,0,0,1,0,0,0,0,0,0,4.263375812,2224
0,0,0,0,0,1,0,0,2,0,6,36,2,0,0,0,1,0,0,0,0,0,0,0,0,0,4.263609023,2225
1,0,0,0,0,1,0,0,2,0,4,16,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4.263612541,2226
1,0,0,0,0,1,0,0,2,0,6,36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4.263716898,2227
0,0,0,0,0,1,0,0,2,0,7,49,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,4.263741687,2228
0,0,0,0,0,1,0,0,2,0,6,36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4.263873999,2229
0,0,0,0,0,1,0,0,6,0,13,169,1.17,1,0,0,0,0,0,0,0,0,0,0,1,0,4.264076518,2230
0,0,0,0,0,0,1,0,4,0,7,49,0.75,0,0,0,1,0,0,0,0,0,0,0,0,0,4.264219938,2231
0,0,0,0,0,0,1,0,2,0,6,36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4.26426313,2232
0,0,0,0,0,1,0,0,2,0,6,36,2,0,0,0,0,0,1,0,0,0,0,0,0,0,4.264445922,2233
0,0,0,0,0,0,1,0,2,0,7,49,2.5,0,0,0,1,0,0,0,0,0,0,0,0,0,4.264467012,2234
0,0,0,0,0,1,0,0,3,0,7,49,1.33,0,1,0,0,0,1,0,0,0,0,0,0,0,4.264661815,2235
0,0,0,0,0,0,1,0,5,0,8,64,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,4.26467788,2236
0,0,0,0,1,1,0,0,2,0,5,25,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,4.264812812,2237
0,0,0,0,0,1,0,0,2,0,6,36,2,1,1,0,0,0,0,1,0,0,0,0,0,0,4.2649496,2238
0,0,0,0,0,1,0,0,2,0,5,25,1.5,0,0,0,0,0,1,0,0,0,0,0,0,0,4.265099483,2239
0,0,0,0,0,0,1,0,2,0,6,36,2,0,0,0,1,0,0,0,0,0,0,0,0,0,4.265141633,2240
0,0,0,0,0,0,1,0,1,0,4,16,3,0,0,0,1,0,0,0,0,0,0,0,0,0,4.265282122,2241
0,0,0,0,0,1,0,0,2,0,6,36,2,0,0,0,1,0,0,0,0,0,0,0,0,0,4.265731554,2242
0,0,0,0,1,0,1,0,2,0,6,36,2,0,0,0,1,0,0,0,0,0,0,0,0,0,4.26583452,2243
0,0,0,0,0,1,0,0,4,0,7,49,0.75,0,0,0,1,0,0,0,0,0,0,0,0,0,4.2659582,2244
1,0,0,0,0,1,0,0,2,0,5,25,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,4.26607411,2245
0,0,0,0,0,0,1,0,2,0,6,36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4.26619248,2246
0,0,0,0,0,1,0,0,2,0,8,64,3,0,0,0,0,0,0,0,0,0,0,1,0,0,3.912150497,2247
0,0,0,0,0,1,0,0,2,0.5,6,36,2,0,0,0,1,0,0,0,0,0,0,0,0,0,4.26635621,2248
0,0,0,0,1,1,0,0,2,0,6,36,2,0,0,0,0,0,1,0,0,0,0,0,0,0,4.266386614,2249
0,0,0,0,1,0,1,0,2,0,6,36,2,0,0,0,1,0,0,0,0,0,0,0,0,0,4.26649419,2250
0,0,0,0,0,0,1,0,2,0,5,25,1.5,0,1,1,0,0,0,0,0,0,0,0,0,0,4.266646647,2251
0,0,0,0,0,0,1,0,2,0,6,36,2,0,0,0,1,0,0,0,0,0,0,0,0,0,4.266877627,2252
0,0,0,0,0,0,0,0,2,0,5,25,1.5,1,0,0,1,0,0,0,0,0,0,0,0,0,4.267101075,2253
0,0,0,0,0,1,0,0,2,0,6,36,2,0,0,0,0,0,1,0,0,0,0,0,0,0,4.267242224,2254
0,0,0,0,0,0,1,0,3,0,8,64,1.67,1,0,0,1,0,0,0,0,0,0,0,0,0,4.267259165,2255
0,0,0,0,1,0,0,0,5,0,8,64,0.6,0,0,0,1,0,0,0,0,0,0,0,0,0,4.267285452,2256
0,0,0,0,0,1,0,0,2,0,5,25,1.5,0,0,0,0,0,1,0,0,0,0,0,0,0,4.267333819,2257
0,0,0,0,0,1,0,0,2,0,7,49,2.5,0,0,0,1,0,0,0,0,0,0,0,0,0,4.267405114,2258
0,0,0,0,1,0,1,0,2,0,7,49,2.5,0,0,0,1,0,0,0,0,0,0,0,0,0,4.267511246,2259
0,0,0,0,0,0,1,0,2,0,6,36,2,0,0,0,0,0,0,0,0,0,0,0,1,0,4.267630046,2260
0,0,0,0,0,1,0,0,2,0,6,36,2,0,0,0,1,0,0,0,0,0,0,0,0,0,4.267947668,2261
0,0,0,0,0,1,0,0,2,0,6,36,2,0,0,0,1,0,0,0,0,0,0,0,0,0,4.267947668,2262
0,0,0,0,0,0,1,0,4,0,8,64,1,0,1,0,0,0,1,0,0,0,0,0,0,0,4.267973937,2263
0,0,0,0,0,0,1,0,5,0,8,64,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,4.26806675,2264
0,0,0,0,0,1,0,0,3,0,5,25,0.67,0,1,0,0,0,0,1,0,0,0,0,0,0,4.225387444,2265
0,0,0,0,0,1,0,0,2,0,6,36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4.268253517,2266
0,0,0,0,1,1,0,0,2,0,6,36,2,0,0,0,0,0,1,0,0,0,0,0,0,0,4.268335217,2267
0,0,0,0,0,1,0,0,2,0,5,25,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,4.268451919,2268
0,0,0,0,0,0,1,0,2,0,7,49,2.5,0,0,0,1,0,0,0,0,0,0,0,0,0,4.268635947,2269
0,0,0,0,1,1,0,0,2,0,7,49,2.5,0,0,0,1,0,0,0,0,0,0,0,0,0,4.019082078,2270
0,0,0,0,0,1,0,0,2,0,7,49,2.5,1,0,0,1,0,0,0,0,0,0,0,0,0,4.154164378,2271
0,0,0,0,0,1,0,0,2,0,7,49,2.5,0,0,0,0,0,1,0,0,0,0,0,0,0,4.133649979,2272
0,0,0,0,0,0,1,0,2,0,7,49,2.5,0,0,0,0,0,1,0,0,0,0,0,0,0,4.176953206,2273
0,0,0,0,0,0,1,0,2,0,7,49,2.5,0,0,0,1,0,0,0,0,0,0,0,0,0,4.140341714,2274
0,0,0,0,0,0,1,0,3,0,7,49,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,4.102355248,2275
0,0,0,0,0,1,0,0,2,0,7,49,2.5,0,0,0,1,0,0,0,0,0,0,0,0,0,3.790571822,2276
0,0,0,0,1,0,1,0,2,0,6,36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4.269035226,2277
0,0,0,0,1,1,0,0,2,0,6,36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4.269336079,2278
0,0,0,0,1,1,0,0,4,0.25,7,49,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,4.269337745,2279
0,0,0,0,0,1,0,0,2,0,5,25,1.5,0,0,0,1,0,0,0,0,0,0,0,0,0,4.269465255,2280
0,0,0,0,1,0,1,0,2,0,6,36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4.269604205,2281
0,0,0,0,0,1,0,0,5,0,9,81,0.8,1,1,1,0,0,0,0,0,0,0,0,0,0,4.26993363,2282
0,0,0,0,0,1,0,0,2,0,5,25,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,4.270161678,2283
0,0,0,0,0,1,0,0,2,0,6,36,2,0,0,0,1,0,0,0,0,0,0,0,0,0,4.15622591,2284
0,0,0,0,0,1,0,0,2,0,5,25,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,4.270586565,2285
0,0,0,0,1,0,1,0,2,0,6,36,2,0,0,0,1,0,0,0,0,0,0,0,0,0,4.270615443,2286
0,0,0,0,1,1,0,0,7,0,9,81,0.29,0,0,0,1,0,0,0,0,0,0,0,0,0,4.270616996,2287
0,0,0,0,0,1,0,0,2,0,5,25,1.5,0,0,0,1,0,0,0,0,0,0,0,0,0,4.270787764,2288
0,0,0,0,0,1,0,0,5,0,8,64,0.6,0,0,0,0,0,0,1,0,0,0,0,0,0,4.270941431,2289
0,0,0,0,1,0,1,0,3,0,9,81,2,0,0,0,0,0,1,0,0,0,0,0,0,0,4.271076452,2290
0,0,0,0,0,1,0,0,4,0,8,64,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4.271245202,2291
0,0,0,0,1,1,0,0,3,0,6,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.271311531,2292
0,0,0,0,0,1,0,0,3,0,7,49,1.33,1,0,0,0,0,1,0,0,0,0,0,0,0,4.271978562,2293
0,0,0,0,1,1,0,0,3,0.333,7,49,1.33,0,0,0,0,0,1,0,0,0,0,0,0,0,4.27200647,2294
0,0,0,0,1,0,1,0,3,0.333,6,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.272014111,2295
0,0,0,0,0,0,1,0,4,0,7,49,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,4.272014444,2296
0,0,0,0,0,0,1,0,2,0,6,36,2,0,0,0,1,0,0,0,0,0,0,0,0,0,4.246927347,2297
0,0,0,0,0,1,0,0,2,0,6,36,2,0,1,0,0,0,1,0,0,0,0,0,0,0,3.961882439,2298
0,0,0,0,0,0,1,0,2,0,6,36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4.272037367,2299
0,0,0,0,0,0,1,0,2,0,6,36,2,0,0,1,0,0,0,0,0,0,0,0,0,0,4.272111782,2300
0,0,0,0,0,1,0,0,5,0,8,64,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,4.272148988,2301
0,0,0,0,0,0,0,0,2,0,5,25,1.5,0,0,0,0,0,1,0,0,0,0,0,0,0,4.272155964,2302
0,0,0,0,1,1,0,0,3,0.333,7,49,1.33,0,0,0,0,0,1,0,0,0,0,0,0,0,4.272325362,2303
0,0,0,0,0,1,0,0,2,0,6,36,2,1,0,0,0,1,0,0,0,0,0,0,0,0,4.272330344,2304
0,0,0,0,0,1,0,0,1,0,4,16,3,0,0,0,0,0,1,0,0,0,0,0,0,0,4.272375678,2305
0,0,0,0,0,1,0,0,3,0,7,49,1.33,0,0,0,0,0,1,0,0,0,0,0,0,0,4.272558488,2306
0,0,0,0,1,0,1,0,2,0,5,25,1.5,0,0,0,1,0,0,0,0,0,0,0,0,0,4.273123741,2307
0,0,0,0,0,0,1,0,4,0,7,49,0.75,0,0,0,0,0,1,0,0,0,0,0,0,0,4.273171926,2308
0,0,0,0,1,0,1,0,4,0.25,7,49,0.75,0,0,0,0,0,0,0,1,0,0,0,0,0,4.273187855,2309
0,0,0,0,0,0,1,0,5,0,6,36,0.2,0,0,0,0,0,0,0,0,0,1,0,0,0,4.273278443,2310
0,0,0,0,0,1,0,0,2,0,5,25,1.5,0,0,0,1,0,0,0,0,0,0,0,0,0,4.273330005,2311
0,0,0,0,0,1,0,0,2,0,5,25,1.5,0,0,0,1,0,0,0,0,0,0,0,0,0,4.273330005,2312
0,0,0,0,0,1,0,0,2,0,6,36,2,0,0,0,0,0,1,0,0,0,0,0,0,0,4.273584988,2313
0,0,0,0,0,1,0,0,2,0,7,49,2.5,0,0,0,1,0,0,0,0,0,0,0,0,0,4.27365962,2314
0,0,0,0,0,0,1,0,3,0,8,64,1.67,1,0,0,0,0,0,1,0,0,0,0,0,0,4.27370166,2315
0,0,0,0,0,1,0,0,2,0,6,36,2,1,0,0,0,0,1,0,0,0,0,0,0,0,4.273733583,2316
0,0,0,0,0,1,0,0,2,0,4,16,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4.27379046,2317
0,0,0,0,1,1,0,0,2,0,5,25,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,4.274419152,2318
0,0,0,0,0,0,1,0,2,0,6,36,2,0,0,0,1,0,0,0,0,0,0,0,0,0,4.274480863,2319
0,0,0,0,0,0,1,0,2,0,5,25,1.5,0,0,0,1,0,0,0,0,0,0,0,0,0,4.27448875,2320
0,0,0,0,0,1,0,0,2,0,6,36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4.274557416,2321
0,0,0,0,0,1,0,0,1,0,4,16,3,1,0,0,0,0,0,0,0,0,0,0,1,0,4.27459453,2322
0,0,0,0,0,0,1,0,2,0,7,49,2.5,1,0,0,1,0,0,0,0,0,0,0,0,0,4.274646223,2323
0,0,0,0,0,0,1,0,2,0,6,36,2,0,0,0,0,0,0,1,0,0,0,0,0,0,4.274847336,2324
1,0,0,0,0,0,0,0,2,0,4,16,1,1,0,0,0,0,0,1,0,0,0,0,0,0,4.274949368,2325
0,0,0,0,0,0,1,0,2,0,6,36,2,0,0,0,1,0,0,0,0,0,0,0,0,0,4.274981831,2326
0,0,0,0,0,1,0,0,2,0,5,25,1.5,1,0,0,0,0,0,0,0,1,0,0,0,0,4.275000844,2327
0,0,0,0,1,1,0,0,4,0,7,49,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,4.275004024,2328
0,0,0,0,0,0,1,0,2,0,5,25,1.5,0,0,0,0,0,0,1,0,0,0,0,0,0,4.275139955,2329
0,0,0,0,0,1,0,0,3,0,8,64,1.67,1,0,0,0,0,0,0,0,0,0,0,0,0,4.275229323,2330
0,0,0,0,0,0,1,0,2,0,6,36,2,1,0,0,0,0,0,0,0,0,0,0,0,0,4.275294809,2331
0,0,0,0,0,0,0,0,5,0.2,8,64,0.6,0,0,0,1,0,0,0,0,0,0,0,0,0,4.270710922,2332
0,0,0,0,0,1,0,0,3,0,7,49,1.33,0,0,0,0,0,1,0,0,0,0,0,0,0,4.275465001,2333
0,0,0,0,0,1,0,0,4,0,6,36,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,4.23146776,2334
1,0,0,0,0,0,1,0,2,0,5,25,1.5,0,0,1,0,0,0,0,0,0,0,0,0,0,4.2755238,2335
0,0,0,0,1,0,0,0,2,0,5,25,1.5,0,0,0,1,0,0,0,0,0,0,0,0,0,4.275532143,2336
0,0,0,0,0,0,0,0,2,0,5,25,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27562669,2337
0,0,0,0,1,0,1,0,6,0.167,9,81,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,4.275832438,2338
0,0,0,0,0,0,0,0,2,0,5,25,1.5,0,0,0,0,0,1,0,0,0,0,0,0,0,4.275904718,2339
0,0,0,0,0,0,1,0,2,0,4,16,1,0,1,0,0,0,0,0,0,0,0,0,1,0,4.2760305,2340
0,0,0,0,0,1,0,0,2,0,6,36,2,0,0,0,1,0,0,0,0,0,0,0,0,0,4.27626326,2341
0,0,0,0,0,1,0,0,2,0,6,36,2,0,0,0,1,0,0,0,0,0,0,0,0,0,4.27626326,2342
0,0,0,0,1,0,0,1,1,0,5,25,4,0,0,0,0,0,0,1,0,0,0,0,0,0,4.276304943,2343
0,0,0,0,0,0,1,0,2,0,5,25,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,4.177321423,2344
0,0,0,0,0,0,1,0,2,0,6,36,2,0,0,0,1,0,0,0,0,0,0,0,0,0,4.276717044,2345
0,0,0,0,0,0,1,0,2,0,6,36,2,1,0,0,0,0,1,0,0,0,0,0,0,0,4.276867488,2346
0,0,0,0,0,0,1,0,3,0,8,64,1.67,1,0,0,0,0,0,0,0,0,0,0,0,0,4.277165994,2347
0,0,0,0,0,0,0,0,2,0,5,25,1.5,0,1,0,0,0,1,0,0,0,0,0,0,0,4.277424165,2348
0,0,0,0,0,1,0,0,2,0,6,36,2,0,0,0,0,0,1,0,0,0,0,0,0,0,4.27752686,2349
0,0,0,0,0,0,1,0,2,0,5,25,1.5,0,1,0,0,0,0,1,0,0,0,0,0,0,4.27753241,2350
0,0,0,0,0,1,0,0,2,0,7,49,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,4.277544701,2351
0,0,0,0,0,1,0,0,2,0,6,36,2,1,0,0,0,0,0,0,0,0,0,0,1,0,4.277767364,2352
0,0,0,0,0,0,1,0,2,0,7,49,2.5,0,0,0,0,0,1,0,0,0,0,0,0,0,4.277859851,2353
0,0,0,0,0,0,1,0,6,0,7,49,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,4.277962897,2354
0,0,0,0,0,0,0,0,2,0,5,25,1.5,0,0,0,1,0,0,0,0,0,0,0,0,0,4.278076235,2355
0,0,0,0,0,0,0,0,2,0,5,25,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,4.278250974,2356
0,0,0,0,0,1,0,0,2,0,7,49,2.5,0,0,0,0,0,0,0,0,0,0,0,0,1,4.071867648,2357
0,0,0,0,0,0,1,0,2,0,5,25,1.5,0,0,0,0,0,0,0,0,1,0,0,0,0,4.278714021,2358
0,0,0,0,1,0,0,0,3,0,8,64,1.67,1,0,0,1,0,0,0,0,0,0,0,0,0,4.278842568,2359
0,0,0,0,0,0,1,0,2,0,6,36,2,0,0,0,1,0,0,0,0,0,0,0,0,0,4.278952854,2360
0,0,0,0,0,1,0,0,2,0,6,36,2,0,0,0,0,0,1,0,0,0,0,0,0,0,4.279262283,2361
0,0,0,0,0,1,0,0,4,0,7,49,0.75,0,1,0,0,0,0,1,0,0,0,0,0,0,4.279378706,2362
0,0,0,0,1,0,0,0,3,0,6,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.279532378,2363
0,0,0,0,1,1,0,0,2,0,5,25,1.5,0,0,0,0,1,0,0,0,0,0,0,0,0,4.279866548,2364
0,0,0,0,1,0,0,0,3,0,6,36,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4.279933922,2365
0,0,0,0,1,0,1,0,2,0.5,5,25,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,4.279999446,2366
0,0,0,0,0,1,0,0,2,0,6,36,2,0,1,0,0,0,1,0,0,0,0,0,0,0,4.28001698,2367
0,0,0,0,0,1,0,0,3,0,7,49,1.33,0,0,0,1,0,0,0,0,0,0,0,0,0,4.280262818,2368
0,0,0,0,0,0,1,0,3,0,6,36,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.280307629,2369
0,0,0,0,0,0,1,0,2,0,5,25,1.5,0,0,0,0,0,0,0,0,1,0,0,0,0,4.28032608,2370
0,0,0,0,0,0,1,0,4,0,8,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.280367593,2371
0,0,0,0,0,0,1,0,5,0,9,81,0.8,0,0,0,0,0,1,0,0,0,0,0,0,0,4.280375281,2372
0,0,0,0,0,0,0,1,2,0,7,49,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,4.280664069,2373
0,0,0,0,1,1,0,0,2,0,6,36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4.280761887,2374
0,0,0,0,0,0,1,0,2,0,6,36,2,0,0,0,1,0,0,0,0,0,0,0,0,0,4.280909418,2375
0,0,0,0,1,0,1,0,5,0,8,64,0.6,0,0,0,1,0,0,0,0,0,0,0,0,0,4.281213058,2376
0,0,0,0,0,1,0,0,2,0,6,36,2,0,0,0,1,0,0,0,0,0,0,0,0,0,4.281305802,2377
0,0,0,0,0,0,1,0,2,0,6,36,2,0,0,0,1,0,0,0,0,0,0,0,0,0,4.281623717,2378
0,0,0,0,0,0,0,1,2,0,8,64,3,0,0,0,0,0,0,0,1,0,0,0,0,0,3.621503578,2379
0,0,0,0,1,0,1,0,4,0.25,8,64,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4.281930018,2380
0,0,0,0,0,0,1,0,6,0,9,81,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,4.281971465,2381
0,0,0,0,0,1,0,0,2,0,5,25,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,4.282153812,2382
0,0,0,0,0,0,0,1,1,0,5,25,4,0,0,0,1,0,0,0,0,0,0,0,0,0,4.123984267,2383
0,0,0,0,0,1,0,0,2,0,7,49,2.5,0,0,0,1,0,0,0,0,0,0,0,0,0,4.282328628,2384
0,0,0,0,1,1,0,0,5,0,7,49,0.4,1,0,0,0,0,0,1,0,0,0,0,0,0,4.282334547,2385
0,0,0,0,0,1,0,0,4,0,7,49,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,4.282344411,2386
0,0,0,0,0,0,1,0,2,0,6,36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4.282392746,2387
0,0,0,0,0,1,0,0,4,0,8,64,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.08422057,2388
1,0,0,0,0,1,0,0,2,0,4,16,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4.282727572,2389
0,0,1,0,1,0,1,0,1,0,6,36,5,0,0,0,1,0,0,0,0,0,0,0,0,0,3.797236725,2390
0,0,0,0,0,0,0,1,2,0,5,25,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,4.282844217,2391
0,0,0,0,0,0,0,1,2,0,5,25,1.5,0,0,0,1,0,0,0,0,0,0,0,0,0,4.283012604,2392
0,0,0,0,0,0,1,0,3,0,6,36,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4.283032385,2393
0,0,0,0,0,1,0,0,2,0,6,36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4.247494742,2394
0,0,0,0,1,1,0,0,2,0,7,49,2.5,0,0,0,1,0,0,0,0,0,0,0,0,0,4.283147056,2395
0,0,0,0,0,0,0,1,2,0,6,36,2,0,0,0,1,0,0,0,0,0,0,0,0,0,4.283260072,2396
